name,model_type,model_id,revision,class_weight,C,negative_threshold,cv_macro_f1_mean,cv_macro_f1_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_accuracy_mean,cv_accuracy_std,oof_macro_f1,oof_balanced_accuracy,oof_accuracy,negative_precision,negative_recall,negative_f1,per_class_json,confusion_matrix_json,fit_seconds,dutch_rows,dutch_macro_f1,dutch_accuracy,dutch_negative_recall,english_rows,english_macro_f1,english_accuracy,english_negative_recall,cache_hit,cache_path,cache_sha256,encode_seconds,embedding_dimension,max_sequence_length
multilingual_minilm__c0.75__balanced__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.75,0.25,0.43932377231763464,0.004807228104166868,0.5761841019292273,0.014376359423574363,0.47681205182529335,0.00562331191295086,0.43944304112562715,0.5761866160212463,0.4768108389786347,0.16267547481420314,0.8208333333333333,0.2715368711233632,"{""Average"": {""f1-score"": 0.4839030866246266, ""precision"": 0.600494233937397, ""recall"": 0.40522512506948305, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2715368711233632, ""precision"": 0.16267547481420314, ""recall"": 0.8208333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5628891656288917, ""precision"": 0.6397735314932768, ""recall"": 0.5025013896609227, ""support"": 1799.0}}","[[904, 461, 434], [490, 729, 580], [19, 24, 197]]",0.7112640768755227,3450,0.43801063360317793,0.4727536231884058,0.8232758620689655,388,0.41514547220943904,0.5128865979381443,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__balanced__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.75,0.3,0.4675840772569758,0.008421572110143688,0.5851846693490147,0.023966447605962136,0.5114675005432421,0.005665249081262956,0.4677717610194243,0.5851831264282626,0.5114643043251693,0.188911704312115,0.7666666666666667,0.3031301482701812,"{""Average"": {""f1-score"": 0.5230283911671925, ""precision"": 0.6046681254558717, ""recall"": 0.4608115619788771, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3031301482701812, ""precision"": 0.188911704312115, ""recall"": 0.7666666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5771567436208992, ""precision"": 0.6363027461486939, ""recall"": 0.528071150639244, ""support"": 1799.0}}","[[950, 508, 341], [521, 829, 449], [22, 34, 184]]",0.7112640768755227,3450,0.46503728945536055,0.5052173913043478,0.7672413793103449,388,0.4494124045693552,0.5670103092783505,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__balanced__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.75,0.35,0.48736628959951955,0.008134235002879376,0.5902880945011865,0.022185936202241192,0.5338748777705346,0.0050838940190505565,0.4876687790069291,0.5902854981162374,0.5338718082334549,0.2141982864137087,0.7291666666666666,0.33112582781456956,"{""Average"": {""f1-score"": 0.5444512568976089, ""precision"": 0.606971975393028, ""recall"": 0.4936075597554197, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.33112582781456956, ""precision"": 0.2141982864137087, ""recall"": 0.7291666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5874292523086089, ""precision"": 0.6328626444159179, ""recall"": 0.548082267926626, ""support"": 1799.0}}","[[986, 534, 279], [548, 888, 363], [24, 41, 175]]",0.7112640768755227,3450,0.485298950100757,0.527536231884058,0.7327586206896551,388,0.45754421061405703,0.5902061855670103,0.625,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__balanced__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,0.75,0.4,0.5039818494949407,0.012202163153870758,0.5894619828742391,0.025772871124658467,0.551331622120817,0.005130908756828151,0.5042691174051835,0.5894601939349021,0.5513288170922356,0.24260355029585798,0.6833333333333333,0.35807860262008734,"{""Average"": {""f1-score"": 0.5598328857057595, ""precision"": 0.604381443298969, ""recall"": 0.5214007782101168, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.35807860262008734, ""precision"": 0.24260355029585798, ""recall"": 0.6833333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5948958638897037, ""precision"": 0.6298136645962733, ""recall"": 0.5636464702612562, ""support"": 1799.0}}","[[1014, 567, 218], [567, 938, 294], [29, 47, 164]]",0.7112640768755227,3450,0.5029371425161275,0.5457971014492754,0.6896551724137931,388,0.4595654057587713,0.6005154639175257,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.75,argmax,0.5024736421659638,0.009951626948440418,0.5855741256576911,0.023062052716751883,0.5526343845067362,0.004497779475894871,0.5027957811234642,0.5855722314866284,0.5526315789473685,0.23494860499265785,0.6666666666666666,0.3474484256243214,"{""Average"": {""f1-score"": 0.5635820895522388, ""precision"": 0.6086395873629916, ""recall"": 0.5247359644246804, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3474484256243214, ""precision"": 0.23494860499265785, ""recall"": 0.6666666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5973568281938326, ""precision"": 0.6332503113325031, ""recall"": 0.5653140633685381, ""support"": 1799.0}}","[[1017, 554, 228], [562, 944, 293], [27, 53, 160]]",0.8762659758795053,3450,0.5009237624941545,0.5463768115942029,0.6724137931034483,388,0.461308326191173,0.6082474226804123,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.75,0.25,0.4532273314836074,0.004619128510051503,0.5811933869802951,0.014845493187255724,0.4940097376140809,0.004104456329701511,0.45327889408113026,0.5811940275461676,0.4940072954663887,0.1734786557674841,0.7958333333333333,0.284862043251305,"{""Average"": {""f1-score"": 0.5046910384988677, ""precision"": 0.6037151702786377, ""recall"": 0.43357420789327406, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.284862043251305, ""precision"": 0.1734786557674841, ""recall"": 0.7958333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5702836004932182, ""precision"": 0.6401384083044983, ""recall"": 0.5141745414118954, ""support"": 1799.0}}","[[925, 483, 391], [500, 780, 519], [20, 29, 191]]",0.8762659758795053,3450,0.4518339536554654,0.4895652173913044,0.7974137931034483,388,0.42596941391254334,0.5335051546391752,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.75,0.3,0.4763430542115262,0.007387146950672443,0.5888004229856597,0.022991381594018426,0.5216291829639287,0.006030644318850268,0.47664112335997305,0.588798560928911,0.5216258467952058,0.1986827661909989,0.7541666666666667,0.314509122502172,"{""Average"": {""f1-score"": 0.5315034310667498, ""precision"": 0.605543710021322, ""recall"": 0.4735964424680378, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.314509122502172, ""precision"": 0.1986827661909989, ""recall"": 0.7541666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5839108165109973, ""precision"": 0.6375, ""recall"": 0.5386325736520289, ""support"": 1799.0}}","[[969, 519, 311], [528, 852, 419], [23, 36, 181]]",0.8762659758795053,3450,0.47357273875783273,0.515072463768116,0.7543103448275862,388,0.45651385234483827,0.5798969072164949,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.75,0.35,0.4938601533294519,0.009002893782224805,0.590660012380068,0.023648029237666898,0.5411702792264232,0.006653667109751644,0.49422559621883394,0.5906591624976839,0.541167274622199,0.2235294117647059,0.7125,0.3402985074626866,"{""Average"": {""f1-score"": 0.5509708737864077, ""precision"": 0.6065464261857048, ""recall"": 0.5047248471372985, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3402985074626866, ""precision"": 0.2235294117647059, ""recall"": 0.7125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5914074074074074, ""precision"": 0.633248730964467, ""recall"": 0.5547526403557532, ""support"": 1799.0}}","[[998, 544, 257], [554, 908, 337], [24, 45, 171]]",0.8762659758795053,3450,0.4932628876942937,0.5359420289855072,0.7198275862068966,388,0.44574098771506554,0.5876288659793815,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c0.75__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,0.75,0.4,0.5110971839697094,0.0117515740751971,0.5920571546476838,0.025523723787721178,0.558366946436332,0.0056917328998132375,0.5114813499691945,0.5920557717250324,0.5583637311099531,0.25391849529780564,0.675,0.3690205011389522,"{""Average"": {""f1-score"": 0.5669431279620853, ""precision"": 0.6068484464172479, ""recall"": 0.5319622012229016, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3690205011389522, ""precision"": 0.25391849529780564, ""recall"": 0.675, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5984804208065458, ""precision"": 0.6309303758471966, ""recall"": 0.5692051139521956, ""support"": 1799.0}}","[[1024, 571, 204], [570, 957, 272], [29, 49, 162]]",0.8762659758795053,3450,0.5097641786877933,0.552463768115942,0.6810344827586207,388,0.46752799310938853,0.6108247422680413,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__balanced__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,1.0,argmax,0.49849887149044186,0.00951921750909442,0.5860360569483132,0.020614219921619256,0.5482059430682312,0.006015792355943607,0.4987561018969919,0.5860331356926688,0.5482021886399167,0.22797202797202798,0.6791666666666667,0.3413612565445026,"{""Average"": {""f1-score"": 0.5604560456045604, ""precision"": 0.6088657105606258, ""recall"": 0.519177320733741, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3413612565445026, ""precision"": 0.22797202797202798, ""recall"": 0.6791666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5944510035419126, ""precision"": 0.6337319068596602, ""recall"": 0.5597554196775987, ""support"": 1799.0}}","[[1007, 550, 242], [555, 934, 310], [27, 50, 163]]",0.8713231799192727,3450,0.4970345994131937,0.5420289855072464,0.6853448275862069,388,0.4580350736913224,0.6030927835051546,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__balanced__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,1.0,0.25,0.44711248654560265,0.006213466845950727,0.5804474878778499,0.017280681153133276,0.48619316329856577,0.006098265385804429,0.4472619980950414,0.5804497869186586,0.48619072433559146,0.16868512110726644,0.8125,0.2793696275071633,"{""Average"": {""f1-score"": 0.4954188481675393, ""precision"": 0.6022275258552108, ""recall"": 0.4207893274041134, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2793696275071633, ""precision"": 0.16868512110726644, ""recall"": 0.8125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5669975186104218, ""precision"": 0.6414035087719299, ""recall"": 0.5080600333518621, ""support"": 1799.0}}","[[914, 474, 411], [492, 757, 550], [19, 26, 195]]",0.8713231799192727,3450,0.44568049144912014,0.4817391304347826,0.8146551724137931,388,0.422521702283607,0.5257731958762887,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__balanced__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,1.0,0.3,0.47086695927050226,0.008513171273764945,0.5875925925925926,0.023715865463796837,0.5148549543676662,0.0064096441007319566,0.47109253892312,0.5875918720276697,0.5148514851485149,0.1930745015739769,0.7666666666666667,0.30846605196982396,"{""Average"": {""f1-score"": 0.5261837566635309, ""precision"": 0.6035971223021582, ""recall"": 0.4663702056698166, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.30846605196982396, ""precision"": 0.1930745015739769, ""recall"": 0.7666666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5786278081360049, ""precision"": 0.6374581939799331, ""recall"": 0.5297387437465259, ""support"": 1799.0}}","[[953, 517, 329], [520, 839, 440], [22, 34, 184]]",0.8713231799192727,3450,0.46816621309601286,0.5084057971014493,0.7672413793103449,388,0.4510628233555063,0.5721649484536082,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__balanced__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,1.0,0.35,0.48855740582325435,0.00724043737723542,0.5895463220881048,0.02374580156346953,0.5362193068231204,0.005552125067359642,0.48904845877449704,0.5895458896918041,0.5362167795726941,0.2138442521631644,0.7208333333333333,0.32983794089609153,"{""Average"": {""f1-score"": 0.5482295482295483, ""precision"": 0.6079891672308734, ""recall"": 0.4991662034463591, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.32983794089609153, ""precision"": 0.2138442521631644, ""recall"": 0.7208333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5890778871978514, ""precision"": 0.6359536082474226, ""recall"": 0.5486381322957199, ""support"": 1799.0}}","[[987, 536, 276], [541, 898, 360], [24, 43, 173]]",0.8713231799192727,3450,0.48738113378589915,0.5301449275362319,0.728448275862069,388,0.44784927830725224,0.5902061855670103,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__balanced__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,balanced,1.0,0.4,0.5066723572840252,0.010686414240543741,0.5916852367688022,0.024357928733602114,0.5544589988048674,0.005840270472198033,0.5070330262535662,0.5916836514112779,0.5544554455445545,0.2444113263785395,0.6833333333333333,0.3600439077936334,"{""Average"": {""f1-score"": 0.5642857142857143, ""precision"": 0.6073030108904548, ""recall"": 0.5269594219010562, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3600439077936334, ""precision"": 0.2444113263785395, ""recall"": 0.6833333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.596769456681351, ""precision"": 0.6326276463262764, ""recall"": 0.5647581989994441, ""support"": 1799.0}}","[[1016, 566, 217], [561, 948, 290], [29, 47, 164]]",0.8713231799192727,3450,0.505650812940469,0.548695652173913,0.6896551724137931,388,0.46043661347517734,0.6056701030927835,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,1.0,argmax,0.5049337729308881,0.007726870489142183,0.5872407923243578,0.019880581917232458,0.5549798321382008,0.008205087496827272,0.5053194101152523,0.5872398245939102,0.5549765502866076,0.23845007451564829,0.6666666666666666,0.3512623490669594,"{""Average"": {""f1-score"": 0.5669338082517067, ""precision"": 0.60828025477707, ""recall"": 0.5308504724847137, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3512623490669594, ""precision"": 0.23845007451564829, ""recall"": 0.6666666666666666, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5977620730270907, ""precision"": 0.6355666875391359, ""recall"": 0.5642023346303502, ""support"": 1799.0}}","[[1015, 562, 222], [555, 955, 289], [27, 53, 160]]",1.5200679181143641,3450,0.5032918243424249,0.5484057971014493,0.6724137931034483,388,0.466072186836518,0.6134020618556701,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,1.0,0.25,0.4615510824350692,0.006371006746272198,0.5878636645001547,0.013284312006716788,0.5033905095610605,0.008458977808562446,0.4616686509941381,0.5878643999752949,0.5033871808233454,0.18070009460737937,0.7958333333333333,0.2945258288357749,"{""Average"": {""f1-score"": 0.5153649167733675, ""precision"": 0.6075471698113207, ""recall"": 0.4474708171206226, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2945258288357749, ""precision"": 0.18070009460737937, ""recall"": 0.7958333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5751152073732719, ""precision"": 0.6428571428571429, ""recall"": 0.5202890494719289, ""support"": 1799.0}}","[[936, 491, 372], [500, 805, 494], [20, 29, 191]]",1.5200679181143641,3450,0.45907024245995415,0.4973913043478261,0.7974137931034483,388,0.44175067112829125,0.5567010309278351,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,1.0,0.3,0.4790652884364789,0.0059611534641629965,0.5887999071494893,0.018334026910936378,0.5250159577357671,0.008692381338738805,0.479393629267207,0.5888001049966031,0.5250130276185513,0.20112359550561798,0.7458333333333333,0.3168141592920354,"{""Average"": {""f1-score"": 0.5380333951762524, ""precision"": 0.6062717770034843, ""recall"": 0.48360200111172874, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3168141592920354, ""precision"": 0.20112359550561798, ""recall"": 0.7458333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5833333333333334, ""precision"": 0.6384666226040978, ""recall"": 0.5369649805447471, ""support"": 1799.0}}","[[966, 527, 306], [524, 870, 405], [23, 38, 179]]",1.5200679181143641,3450,0.47638043362448657,0.5182608695652174,0.7456896551724138,388,0.4596530426127539,0.5850515463917526,0.75,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,1.0,0.35,0.4978075928806266,0.00855940481620348,0.5917726709996904,0.020631102569811936,0.5461215911560192,0.010908203619146536,0.49823231170902416,0.5917724353035637,0.546117769671704,0.22654155495978553,0.7041666666666667,0.34279918864097364,"{""Average"": {""f1-score"": 0.5586019885507683, ""precision"": 0.6098684210526316, ""recall"": 0.5152862701500833, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.34279918864097364, ""precision"": 0.22654155495978553, ""recall"": 0.7041666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5932957579353307, ""precision"": 0.6361323155216285, ""recall"": 0.5558643690939411, ""support"": 1799.0}}","[[1000, 547, 252], [547, 927, 325], [25, 46, 169]]",1.5200679181143641,3450,0.49701668616357475,0.5402898550724637,0.7112068965517241,388,0.45306766878502197,0.5979381443298969,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
multilingual_minilm__c1.0__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,e8f8c211226b894fcb81acc59f3b34ba3efd5f42,negative_7,1.0,0.4,0.509532427196223,0.011574889982967315,0.5877968637160838,0.026763230358943235,0.559148535962625,0.00837923633445946,0.5100895843184952,0.5877972330306961,0.5591453882230328,0.24881889763779527,0.6583333333333333,0.36114285714285715,"{""Average"": {""f1-score"": 0.5690672963400236, ""precision"": 0.6066708621774701, ""recall"": 0.5358532518065592, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.36114285714285715, ""precision"": 0.24881889763779527, ""recall"": 0.6583333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.6000585994726048, ""precision"": 0.6344485749690211, ""recall"": 0.5692051139521956, ""support"": 1799.0}}","[[1024, 571, 204], [562, 964, 273], [28, 54, 158]]",1.5200679181143641,3450,0.5083786479915623,0.5530434782608695,0.6637931034482759,388,0.4675951586144511,0.6134020618556701,0.5,False,.cache/embeddings/multilingual_minilm-85541c62801a5963.npz,4d29b0f57f5529de486ad2d586ff8f043370dba1b0852caad8b5179e2bc2009c,223.1857763179578,384.0,128.0
dutch_robbert__c0.25__balanced__threshold_argmax,frozen_sentence_embedding_logreg,NetherlandsForensicInstitute/robbert-2022-dutch-sentence-transformers,49e0e19472a527708e62747ffd12091e23bc1980,balanced,0.25,argmax,0.49655081480377755,0.01654076694809388,0.5861173011451563,0.020796815744446803,0.5466325782268578,0.01943149889723843,0.4969588610766517,0.5861250077203385,0.5466388744137571,0.22312925170068026,0.6833333333333333,0.3364102564102564,"{""Average"": {""f1-score"": 0.5766617429837518, ""precision"": 0.6153846153846154, ""recall"": 0.5425236242356865, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.3364102564102564, ""precision"": 0.22312925170068026, ""recall"": 0.6833333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5778045838359469, ""precision"": 0.6315095583388266, ""recall"": 0.5325180655919955, ""support"": 1799.0}}","[[958, 561, 280], [532, 976, 291], [27, 49, 164]]",0.8348856780212373,3450,0.4923858522866131,0.5373913043478261,0.7025862068965517,388,0.38816133650355084,0.6288659793814433,0.125,False,.cache/embeddings/dutch_robbert-6649d79c424920b3.npz,e8924849dbd827352003a6c4a941d5732326f5cb3390a7214096faa2ecebb8a3,680.1350415858906,768.0,128.0
dutch_robbert__c0.25__balanced__threshold_0.25,frozen_sentence_embedding_logreg,NetherlandsForensicInstitute/robbert-2022-dutch-sentence-transformers,49e0e19472a527708e62747ffd12091e23bc1980,balanced,0.25,0.25,0.4175057032097258,0.019096494854863304,0.5733851748684617,0.02678832502119425,0.44579972023033465,0.021084732815346206,0.4178099279829417,0.5733949416342413,0.4458051068264721,0.14499659632402995,0.8875,0.24926857811585723,"{""Average"": {""f1-score"": 0.4850721234485072, ""precision"": 0.6116751269035533, ""recall"": 0.4018899388549194, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.24926857811585723, ""precision"": 0.14499659632402995, ""recall"": 0.8875, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5190890823844608, ""precision"": 0.6529064869418703, ""recall"": 0.43079488604780436, ""support"": 1799.0}}","[[775, 440, 584], [404, 723, 672], [8, 19, 213]]",0.8348856780212373,3450,0.40838910098767817,0.4327536231884058,0.9008620689655172,388,0.38007976615000594,0.5618556701030928,0.5,False,.cache/embeddings/dutch_robbert-6649d79c424920b3.npz,e8924849dbd827352003a6c4a941d5732326f5cb3390a7214096faa2ecebb8a3,680.1350415858906,768.0,128.0
dutch_robbert__c0.25__balanced__threshold_0.3,frozen_sentence_embedding_logreg,NetherlandsForensicInstitute/robbert-2022-dutch-sentence-transformers,49e0e19472a527708e62747ffd12091e23bc1980,balanced,0.25,0.3,0.4557431911134426,0.019154825052344494,0.5850729908181163,0.025122034087759558,0.49608424326379835,0.021107239699410325,0.4560176480343039,0.5850835340621333,0.49609171443460137,0.17450271247739602,0.8041666666666667,0.2867756315007429,"{""Average"": {""f1-score"": 0.528503937007874, ""precision"": 0.6097383720930233, ""recall"": 0.4663702056698166, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.2867756315007429, ""precision"": 0.17450271247739602, ""recall"": 0.8041666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.5527733755942947, ""precision"": 0.6430678466076696, ""recall"": 0.4847137298499166, ""support"": 1799.0}}","[[872, 506, 421], [468, 839, 492], [16, 31, 193]]",0.8348856780212373,3450,0.4494186636893745,0.4855072463768116,0.8189655172413793,388,0.39159239453357103,0.5902061855670103,0.375,False,.cache/embeddings/dutch_robbert-6649d79c424920b3.npz,e8924849dbd827352003a6c4a941d5732326f5cb3390a7214096faa2ecebb8a3,680.1350415858906,768.0,128.0
