name,model_type,model_id,revision,class_weight,C,negative_threshold,cv_macro_f1_mean,cv_macro_f1_std,cv_balanced_accuracy_mean,cv_balanced_accuracy_std,cv_accuracy_mean,cv_accuracy_std,oof_macro_f1,oof_balanced_accuracy,oof_accuracy,negative_precision,negative_recall,negative_f1,per_class_json,confusion_matrix_json,fit_seconds,dutch_rows,dutch_macro_f1,dutch_accuracy,dutch_negative_recall,english_rows,english_macro_f1,english_accuracy,english_negative_recall,cache_hit,cache_path,cache_sha256,encode_seconds,embedding_dimension,max_sequence_length,encoding_device,encoding_dtype
jina_v3_classification__c2.0__balanced__threshold_0.25,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,2.0,0.25,0.6634482261916906,0.00733843623870728,0.754687403280718,0.009854039723028958,0.6787395425901781,0.004585858050388759,0.6634576685135983,0.7546893335803841,0.6787389265242314,0.46406570841889117,0.9416666666666667,0.6217331499312242,"{""Average"": {""f1-score"": 0.6584867075664622, ""precision"": 0.6939655172413793, ""recall"": 0.6264591439688716, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6217331499312242, ""precision"": 0.46406570841889117, ""recall"": 0.9416666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7101531480431084, ""precision"": 0.72495657209033, ""recall"": 0.6959421901056142, ""support"": 1799.0}}","[[1252, 486, 61], [472, 1127, 200], [3, 11, 226]]",3.907122480000112,3450,0.6647113056202798,0.6771014492753623,0.9396551724137931,388,0.5907695677770018,0.6932989690721649,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__balanced__threshold_0.3,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,2.0,0.3,0.6777470153599761,0.007455024438786546,0.7576529454245333,0.009187848302486428,0.6862957002390265,0.005124690869983684,0.677752709305885,0.7576554876165771,0.686294945284002,0.5045045045045045,0.9333333333333333,0.6549707602339181,"{""Average"": {""f1-score"": 0.6682080924855491, ""precision"": 0.6959662853702588, ""recall"": 0.6425792106725959, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6549707602339181, ""precision"": 0.5045045045045045, ""recall"": 0.9333333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.710079275198188, ""precision"": 0.723600692440854, ""recall"": 0.6970539188438021, ""support"": 1799.0}}","[[1254, 493, 52], [475, 1156, 168], [4, 12, 224]]",3.907122480000112,3450,0.6790824627994424,0.6846376811594203,0.9310344827586207,388,0.604123897262817,0.7010309278350515,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__balanced__threshold_0.35,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,2.0,0.35,0.6898232274798384,0.005838532521359867,0.7593242546167337,0.006209204298586193,0.6920282621686223,0.003908527909908388,0.6897868704691139,0.7593246247915509,0.6920270974465867,0.5427872860635696,0.925,0.6841294298921418,"{""Average"": {""f1-score"": 0.6739317464869515, ""precision"": 0.6960900473933649, ""recall"": 0.6531406336853808, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6841294298921418, ""precision"": 0.5427872860635696, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7112994350282486, ""precision"": 0.723147616312464, ""recall"": 0.6998332406892718, ""support"": 1799.0}}","[[1259, 499, 41], [478, 1175, 146], [4, 14, 222]]",3.907122480000112,3450,0.6914955213118835,0.6907246376811594,0.9224137931034483,388,0.6126785375504783,0.7036082474226805,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__balanced__threshold_0.4,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,balanced,2.0,0.4,0.7034893284375021,0.011374323088096116,0.7601606829670897,0.011398920481942788,0.6982826760104303,0.0053720670012139034,0.7033716012836582,0.7601607374467297,0.6982803543512246,0.5902964959568733,0.9125,0.7168576104746317,"{""Average"": {""f1-score"": 0.6827605793808577, ""precision"": 0.6980255516840883, ""recall"": 0.6681489716509171, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7168576104746317, ""precision"": 0.5902964959568733, ""recall"": 0.9125, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7104966139954854, ""precision"": 0.7214899713467049, ""recall"": 0.6998332406892718, ""support"": 1799.0}}","[[1259, 504, 36], [481, 1202, 116], [5, 16, 219]]",3.907122480000112,3450,0.7037024374397661,0.696231884057971,0.9094827586206896,388,0.6422257099547936,0.7164948453608248,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__negative_7__threshold_argmax,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,2.0,argmax,0.7108357100668025,0.012215084209360742,0.7583098627875786,0.015300912995045527,0.7024503612559757,0.005974868731909124,0.7108252242118516,0.7583109443518005,0.7024491922876498,0.6195965417867435,0.8958333333333334,0.7325383304940375,"{""Average"": {""f1-score"": 0.6888387824126269, ""precision"": 0.6986849628359062, ""recall"": 0.679266259032796, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7325383304940375, ""precision"": 0.6195965417867435, ""recall"": 0.8958333333333334, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7110985597288901, ""precision"": 0.7227324913892078, ""recall"": 0.6998332406892718, ""support"": 1799.0}}","[[1259, 507, 33], [478, 1222, 99], [5, 20, 215]]",2.020347288000039,3450,0.7101368884102013,0.6994202898550724,0.8922413793103449,388,0.6614654377880185,0.729381443298969,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__negative_7__threshold_0.25,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,2.0,0.25,0.6710156830931678,0.0057695703755002905,0.7552439905086146,0.008569539995727515,0.6829079068883093,0.004975301335230577,0.6710683144808315,0.75524674201717,0.6829077644606566,0.48590021691973967,0.9333333333333333,0.6390870185449358,"{""Average"": {""f1-score"": 0.6647331786542924, ""precision"": 0.6949666464523954, ""recall"": 0.6370205669816564, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6390870185449358, ""precision"": 0.48590021691973967, ""recall"": 0.9333333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7093847462432662, ""precision"": 0.7239583333333334, ""recall"": 0.6953863257365203, ""support"": 1799.0}}","[[1251, 491, 57], [473, 1146, 180], [4, 12, 224]]",2.020347288000039,3450,0.6725333885000405,0.6808695652173913,0.9310344827586207,388,0.5957870615194784,0.7010309278350515,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__negative_7__threshold_0.3,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,2.0,0.3,0.682236092258959,0.005924700766533258,0.7565428659857629,0.006174135309160015,0.6881192959582789,0.004814345081596661,0.6822266593235967,0.7565453029460812,0.6881188118811881,0.5211267605633803,0.925,0.6666666666666666,"{""Average"": {""f1-score"": 0.6705002875215641, ""precision"": 0.6944609886837403, ""recall"": 0.6481378543635353, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.6666666666666666, ""precision"": 0.5211267605633803, ""recall"": 0.925, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7095130237825594, ""precision"": 0.7230236583958454, ""recall"": 0.6964980544747081, ""support"": 1799.0}}","[[1253, 499, 47], [476, 1166, 157], [4, 14, 222]]",2.020347288000039,3450,0.682584839704913,0.6855072463768116,0.9224137931034483,388,0.6176528230869657,0.711340206185567,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__negative_7__threshold_0.35,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,2.0,0.35,0.6954644353124785,0.007825553902735413,0.7597872175796967,0.006200058329367963,0.694373030747501,0.004712642509034863,0.6953855421941179,0.759788617132975,0.6943720687858259,0.5623409669211196,0.9208333333333333,0.69826224328594,"{""Average"": {""f1-score"": 0.6778887303851641, ""precision"": 0.6963657678780774, ""recall"": 0.660366870483602, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.69826224328594, ""precision"": 0.5623409669211196, ""recall"": 0.9208333333333333, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7100056529112493, ""precision"": 0.7222541690626797, ""recall"": 0.69816564758199, ""support"": 1799.0}}","[[1256, 504, 39], [478, 1188, 133], [5, 14, 221]]",2.020347288000039,3450,0.6943262671174985,0.6910144927536231,0.9181034482758621,388,0.6471498898821091,0.7242268041237113,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16
jina_v3_classification__c2.0__negative_7__threshold_0.4,frozen_sentence_embedding_logreg,jinaai/jina-embeddings-v3,ab036b023d30b4d1138c4c3bfa9f0c445ab455d6,negative_7,2.0,0.4,0.7050533540505788,0.01279497317228342,0.7581231300938823,0.01297347802027377,0.6988031698174707,0.0057008917853014094,0.7049150928826468,0.758124112161077,0.6988014590932777,0.5994475138121547,0.9041666666666667,0.7209302325581395,"{""Average"": {""f1-score"": 0.6842105263157895, ""precision"": 0.6968299711815562, ""recall"": 0.6720400222345748, ""support"": 1799.0}, ""Negative"": {""f1-score"": 0.7209302325581395, ""precision"": 0.5994475138121547, ""recall"": 0.9041666666666667, ""support"": 240.0}, ""Positive"": {""f1-score"": 0.7096045197740113, ""precision"": 0.7214244686961516, ""recall"": 0.69816564758199, ""support"": 1799.0}}","[[1256, 508, 35], [480, 1209, 110], [5, 18, 217]]",2.020347288000039,3450,0.7042207044987361,0.6956521739130435,0.9008620689655172,388,0.6540903460610505,0.7268041237113402,1.0,False,.cache/jina_embeddings/jina_v3_classification-d46b691072b924ab.npz,02869cc7b715bd2961d39ccdef1be9c8d22ad9309d483dba92b7e66d3881f6ed,192.90541834399994,512.0,1024.0,cuda,float16

